OSEBuildingID,PrimaryPropertyType,PropertyName,CouncilDistrictCode,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,distance_from_City_Hall,proportion_elec,ln_consommation,ln_emissions,education,leisure,lodging,mall,medical,non refrigerated warehouse,office,other,refrigerated warehouse,restauration,services,store
1,lodging,Mayflower park hotel,7,1927.0,1.0,12.0,0.0,88434.0,60.0,7226362.5,249.98,1.110871502932584,0.87,15.793246493880629,5.525373254682162,0.0,0.0,88434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,lodging,Paramount Hotel,7,1996.0,1.0,11.0,15064.0,88502.0,61.0,8387933.0,295.86,1.0816125165983426,0.37,15.942304802589588,5.6932606471966185,0.0,0.0,83880.0,0.0,0.0,15064.0,0.0,0.0,0.0,4622.0,0.0,0.0
5,lodging,HOTEL MAX,7,1926.0,1.0,10.0,0.0,61320.0,56.0,6794584.0,286.43,1.2507949152396671,0.62,15.731636529382916,5.660979352330892,0.0,0.0,61320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,lodging,WARWICK SEATTLE HOTEL (ID8),7,1980.0,1.0,18.0,62000.0,113580.0,75.0,14172606.0,505.01,1.3581686912734063,0.37,16.466821574984518,6.226556431938032,0.0,0.0,123445.0,0.0,0.0,68009.0,0.0,0.0,0.0,0.0,0.0,0.0
9,other,West Precinct,7,1999.0,1.0,2.0,37198.0,60090.0,,12086616.0,301.81,1.4666821682494642,0.62,16.307609365403174,5.713105546117053,0.0,0.0,0.0,0.0,0.0,0.0,88830.0,0.0,0.0,0.0,0.0,0.0
10,lodging,Camlin,7,1926.0,1.0,11.0,0.0,83008.0,27.0,5758795.0,176.14,1.1410749594986156,0.37,15.566238983044943,5.176940380381437,0.0,0.0,81352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,other,Paramount Theatre,7,1926.0,1.0,8.0,0.0,102761.0,,6298131.5,221.51,1.0553724584494009,0.87,15.6557637188467,5.404972044416576,0.0,102761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,lodging,311wh-Pioneer Square,7,1904.0,1.0,15.0,0.0,163984.0,43.0,13723820.0,392.16,0.227349041264435,0.62,16.434643640030767,5.974216653698429,0.0,0.0,163984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,lodging,Executive Pacific Plaza,7,1928.0,1.0,9.0,0.0,65009.0,48.0,6596057.5,328.23,0.4412481911032384,0.37,15.70198283163382,5.796756594662978,0.0,0.0,65009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,lodging,Hotel Vintage Seattle,7,1922.0,1.0,11.0,25200.0,66990.0,35.0,10750010.0,511.39,0.4553733736991016,0.62,16.190417335793235,6.239086053829017,0.0,0.0,67390.0,0.0,0.0,25200.0,0.0,0.0,0.0,0.0,0.0,0.0
22,other,Downtown Seattle YMCA,7,1930.0,1.0,6.0,0.0,103911.0,,9956396.0,433.86,0.2824834251209124,0.87,16.113725817126603,6.075024140206913,0.0,90000.0,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,0.0,0.0,0.0
24,other,The Rainier Club,7,1907.0,1.0,5.0,0.0,57452.0,,7606084.5,273.02,0.1939007313246139,0.62,15.844459208532587,5.613201096424962,0.0,16442.0,0.0,0.0,0.0,0.0,9741.0,0.0,0.0,15505.0,0.0,0.0
25,lodging,Arctic Club Seattle,7,1916.0,1.0,10.0,0.0,104352.0,39.0,10154608.0,349.32,0.153144217735748,0.87,16.13343824905496,5.858847022493143,0.0,0.0,104352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,education,Graham Hill Elementary,2,1961.0,1.0,2.0,0.0,56228.0,95.0,1539478.5,38.53,7.930196572841923,0.62,14.24695493024634,3.677059877308594,58916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,lodging,WATERTOWN HOTEL,4,2001.0,1.0,6.0,30586.0,58006.0,84.0,3663534.5,90.01,6.26892085575313,0.62,15.113939222722186,4.510969390589264,0.0,0.0,58006.0,0.0,0.0,30586.0,0.0,0.0,0.0,0.0,0.0,0.0
30,education,Main Campus Center,7,1928.0,1.0,7.0,0.0,126593.0,,11343686.0,388.04,1.663869272729704,0.37,16.24417193569497,5.963682166095531,125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,other,Seattle Honda,7,1930.0,1.0,2.0,0.0,67224.0,,1310236.625,9.13,1.2439210687803932,0.87,14.08571907185736,2.315501318260592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67224.0
32,lodging,Homewood Suites,7,1991.0,1.0,8.0,30301.0,128375.0,,5328051.5,256.57,1.021794658419954,0.12,15.48849634475742,5.55129152782092,0.0,0.0,112676.0,0.0,0.0,42000.0,0.0,0.0,0.0,0.0,0.0,4500.0
33,lodging,Marriott Springhill Suites (33),7,2001.0,1.0,10.0,38281.0,133585.0,57.0,11061916.0,328.63,1.5579469595668745,0.62,16.219018866344626,5.797970813310776,0.0,0.0,128909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,lodging,Hotel Five,7,1978.0,1.0,5.0,16200.0,52210.0,57.0,4456714.5,128.44,1.584586680937015,0.62,15.309922617717223,4.863217453310182,0.0,0.0,47994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,education,Jane Addams Middle,5,1949.0,1.0,2.0,0.0,160645.0,75.0,6779173.0,270.18,12.118096888721944,0.37,15.72936582358628,5.602782807034163,164229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,education,John Hay Elementary,7,1989.0,1.0,2.0,0.0,51582.0,,1496816.0,10.43,3.622628295377514,0.87,14.21885141144032,2.4362414778067194,55166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,office,Good Shepherd Center,4,1906.0,1.0,3.0,0.0,87262.0,,4145920.5,157.77,6.702413758931593,0.37,15.23763563788641,5.06745661408942,18153.0,4307.0,0.0,0.0,0.0,0.0,40943.0,0.0,0.0,0.0,0.0,0.0
40,lodging,Silver Cloud University,4,1994.0,1.0,4.0,0.0,81871.0,29.0,6668568.5,215.0,7.257138095020356,0.37,15.71291592712419,5.375278407684165,0.0,0.0,81871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,non refrigerated warehouse,08781-University Village,4,1955.0,1.0,2.0,0.0,110356.0,,318364.8125,3.93,6.92071271518606,0.87,12.670956354385986,1.5953389880545987,0.0,0.0,0.0,0.0,0.0,26225.0,0.0,0.0,0.0,0.0,0.0,0.0
50,education,Lawton Elementary,7,1990.0,1.0,2.0,0.0,54986.0,97.0,1650279.25,31.47,7.428025333009183,0.62,14.316455679938992,3.4803165861147547,54986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,education,Eckstein Middle,4,1950.0,1.0,2.0,0.0,175565.0,88.0,6399127.5,266.05,9.132660423986762,0.12,15.67167236718267,5.587435906785779,182861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,office,SBC52,6,1961.0,1.0,2.0,0.0,94900.0,57.0,6186461.5,130.56,8.030381343781347,0.62,15.637873995032086,4.8794630213208565,0.0,0.0,0.0,0.0,0.0,39314.0,55586.0,0.0,0.0,0.0,0.0,0.0
53,office,El Centro de la Raza,2,1900.0,1.0,2.0,0.0,52554.0,83.0,2951331.25,83.86,2.9603627577345843,0.62,14.897767236540313,4.441002839774179,7849.0,0.0,0.0,0.0,0.0,0.0,51029.0,0.0,0.0,0.0,0.0,0.0
54,education,Blanchet High School,6,1954.0,1.0,3.0,0.0,175015.0,95.0,6994740.5,247.85,9.469873963177578,0.37,15.760669210431033,5.516850305304563,175015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,non refrigerated warehouse,Vine Street,7,1911.0,1.0,3.0,0.0,70586.0,,2158629.0,45.43,1.9312951086046983,0.62,14.584984319173593,3.8379458020318302,28197.0,0.0,0.0,0.0,0.0,38439.0,3859.0,0.0,0.0,0.0,0.0,0.0
57,office,5th and Pine,7,1973.0,1.0,5.0,0.0,168115.0,78.0,9536161.0,66.48,0.9702997928780872,0.87,16.070601656398004,4.211831257677767,0.0,0.0,0.0,0.0,0.0,0.0,103362.0,0.0,493.0,0.0,0.0,65676.0
58,other,1525 4th Avenue,7,1920.0,1.0,2.0,0.0,57428.0,,1247362.0,33.26,0.9650728854273932,0.62,14.036542280937914,3.5339784928959737,0.0,0.0,0.0,51747.0,0.0,0.0,0.0,0.0,0.0,0.0,5681.0,0.0
59,office,Gibraltar Tower,7,1910.0,1.0,8.0,0.0,59400.0,14.0,5071974.0,35.36,0.9539860276576266,0.87,15.439240846064967,3.5934692693092782,0.0,0.0,0.0,0.0,0.0,0.0,34947.0,0.0,0.0,0.0,0.0,4993.0
60,other,Mann Building,7,1926.0,1.0,2.0,0.0,52549.0,,15026196.0,584.31,0.7952129707065996,0.37,16.525305702433577,6.372141621406648,0.0,23500.0,0.0,0.0,0.0,0.0,5459.0,0.0,0.0,23500.0,0.0,0.0
62,lodging,Roosevelt Hotel,7,1930.0,1.0,20.0,10043.0,88591.0,71.0,4841347.5,59.19,1.0015593340287563,0.87,15.392703855589149,4.09750622555968,0.0,0.0,83591.0,0.0,0.0,10043.0,0.0,0.0,0.0,5000.0,0.0,0.0
65,lodging,Inn at the Market,7,1985.0,1.0,7.0,0.0,71150.0,98.0,5348309.0,134.38,1.0985642976029892,0.62,15.492291181118643,4.908085639080461,0.0,0.0,41340.0,0.0,0.0,13730.0,0.0,0.0,0.0,0.0,0.0,9604.0
66,lodging,Moore Hotel INC,7,1908.0,1.0,7.0,0.0,122810.0,99.0,5401277.5,227.18,1.20288801390345,0.12,15.502146242770712,5.430134791168223,0.0,26450.0,88360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0
67,lodging,QUALITY INN,7,1959.0,1.0,5.0,42546.0,70627.0,86.0,5284343.5,144.79,2.077264072571248,0.62,15.480259139319724,4.982167230116731,0.0,0.0,70627.0,0.0,0.0,42546.0,0.0,0.0,0.0,0.0,0.0,0.0
68,lodging,Rainier Hospitality,7,2000.0,1.0,7.0,34735.0,115718.0,84.0,6715187.0,199.95,2.040421974416171,0.62,15.71988238456916,5.30305612089521,0.0,0.0,107547.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0
69,lodging,Sequim Lodging Corp,7,1997.0,1.0,6.0,28200.0,88100.0,80.0,5827595.5,162.39,2.0781425700772376,0.62,15.578115209171504,5.096139981042732,0.0,0.0,88490.0,0.0,0.0,28300.0,0.0,0.0,0.0,0.0,0.0,0.0
70,lodging,Homewood Suites by Hilton Seattle Downtonw,7,1998.0,1.0,6.0,36744.0,118858.0,81.0,6836900.0,152.76,2.8726696562912117,0.62,15.737845116755992,5.035392945221982,0.0,0.0,155602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,education,Seattle Hebrew Academy,3,1911.0,1.0,3.0,0.0,56072.0,76.0,3234787.75,146.34,3.779086749128328,0.12,14.989474182393874,4.992742841254668,56072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,lodging,Comfort Suites Seattle Center,7,1999.0,1.0,4.0,44891.0,78051.0,94.0,5337334.0,171.64,2.617018239570145,0.37,15.490237022692243,5.151208501509824,0.0,0.0,78051.0,0.0,0.0,44891.0,0.0,0.0,0.0,0.0,0.0,0.0
82,office,Dept of Social & Health Services,3,1962.0,1.0,2.0,0.0,54984.0,71.0,3375211.0,87.98,1.601465428487762,0.62,15.031968695130814,4.488411625377895,0.0,0.0,0.0,0.0,0.0,0.0,54984.0,0.0,0.0,0.0,0.0,0.0
86,lodging,SCCA - ALLIANCE HOUSE,7,2008.0,1.0,6.0,20732.0,63371.0,74.0,3706100.25,67.06,1.7923536819731138,0.87,15.125491006015494,4.22038966907276,0.0,0.0,63371.0,0.0,0.0,20732.0,0.0,0.0,0.0,0.0,0.0,0.0
87,education,Arbor Heights Elementary,1,1948.0,1.0,2.0,0.0,53352.0,,600813.0,4.19,11.061685590247157,0.87,13.306040681424218,1.6467336971777973,65568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,lodging,Sorrento Hotel,3,1908.0,1.0,7.0,0.0,76631.0,71.0,7258758.5,262.75,0.6144193558182702,0.37,15.797719504432823,5.575001684790276,0.0,0.0,76631.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,store,Firestone Store#012432,7,1929.0,1.0,2.0,0.0,58320.0,96.0,1049748.625,39.06,2.150173903040252,0.37,13.864062241318464,3.690378330237672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72072.0
100,office,City Place III - SEDO,7,2010.0,1.0,5.0,0.0,316306.0,96.0,13795954.0,138.85,2.3221523242102675,0.87,16.43988599121853,4.940570419647969,0.0,0.0,0.0,0.0,0.0,150726.0,261826.0,15139.0,0.0,0.0,0.0,0.0
104,other,Bagley Wright Theatre,7,1962.0,1.0,1.0,0.0,91213.0,,8141155.5,344.2,2.7159353042024827,0.87,15.912442804053937,5.844123959209273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,0.0,0.0,0.0,0.0
110,other,Exhibition Hall,7,1962.0,1.0,2.0,0.0,52000.0,,2726369.0,101.83,2.729946479175536,0.87,14.818481612035468,4.6330771392411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52000.0,0.0,0.0,0.0,0.0
111,other,Mercer Arena,7,1928.0,1.0,1.0,0.0,60696.0,,875943.3125,6.11,2.729946479175536,0.87,13.683057797692378,1.9615022438151493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108000.0,0.0,0.0,0.0,0.0
113,office,KCTS9,7,1986.0,0.0,2.0,2352.0,63888.0,,4166306.25,29.04,2.6272067071850094,0.87,15.242540649883813,3.402529826895934,0.0,0.0,0.0,4551.0,0.0,0.0,45900.0,0.0,5181.0,0.0,0.0,0.0
115,office,J.G. Scripps Building,7,1970.0,1.0,4.0,25930.0,50283.0,68.0,3476212.5,48.76,2.83177249886104,0.87,15.06145418465498,3.907211448430924,0.0,0.0,0.0,0.0,0.0,21454.0,48546.0,2406.0,0.0,0.0,0.0,0.0
116,lodging,MEDITERRANEAN INN (ID#116),7,2002.0,1.0,6.0,36934.0,59976.0,56.0,5155568.5,152.14,2.941469056799164,0.62,15.455588144597986,5.031352535684977,0.0,0.0,59976.0,0.0,0.0,36934.0,0.0,0.0,0.0,0.0,0.0,0.0
117,lodging,UNIVERSITY INN,4,1962.0,2.0,4.0,0.0,50017.0,53.0,5448975.0,191.2,6.063230118922473,0.37,15.51093825907765,5.258536496536192,0.0,0.0,50017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,education,Pathfinder K-8,1,1999.0,1.0,3.0,0.0,74468.0,,1698176.0,11.84,4.944993046143199,0.87,14.345065880703476,2.552565298261815,75364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,education,St. Joseph K-8 School,3,1923.0,1.0,3.0,0.0,67743.0,34.0,2646879.0,78.85,2.902029025809556,0.62,14.788892145840842,4.380149874661021,67743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,education,Holy Names Academy,3,1908.0,1.0,6.0,0.0,194104.0,100.0,6219841.5,243.23,3.1632096302548023,0.37,15.643255142851356,5.498110404253996,194104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,office,2100 Building,3,2003.0,1.0,3.0,35752.0,63681.0,63.0,4897760.0,34.14,3.072212298004886,0.87,15.40428871987701,3.559340082758951,0.0,0.0,0.0,0.0,0.0,35752.0,63681.0,0.0,0.0,0.0,0.0,0.0
122,education,John Muir Elementary,2,1991.0,1.0,2.0,0.0,58933.0,,2347138.0,16.36,4.501719465948519,0.87,14.668707697621423,2.854168709232204,60725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,education,Mercer International Middle,2,1957.0,1.0,1.0,0.0,130862.0,61.0,6456026.0,238.48,4.612336946492599,0.37,15.68052467107931,5.478469906057152,134446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,education,Orca K-8 School,2,1989.0,1.0,3.0,0.0,59955.0,93.0,1633399.375,20.48,6.79097193446391,0.87,14.306174519488753,3.067122269640664,59955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,education,McClure Middle,7,1964.0,1.0,2.0,0.0,93218.0,86.0,2887392.0,84.75,4.267160254842447,0.62,14.87586457684853,4.45143608604605,93218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,other,Lakeview,4,1941.0,1.0,4.0,0.0,56521.0,,6357632.0,44.32,8.015023152460227,0.87,15.665166696232612,3.8137484361598055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49000.0,0.0,0.0,0.0,0.0
132,other,Roosevelt Square,4,1929.0,1.0,2.0,0.0,206934.0,,4253577.5,133.58,8.031626708255859,0.37,15.263271186617455,4.9021588177601725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119146.0,0.0,0.0,0.0,0.0
136,lodging,Holiday Inn Express North Seattle Shoreline,5,2001.0,1.0,4.0,0.0,51390.0,89.0,3611538.0,127.29,14.236144042827853,0.37,15.09964455525178,4.854293326261249,0.0,0.0,51390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,education,Broadview-Thomson K-8,5,1963.0,1.0,2.0,0.0,131013.0,88.0,3894584.5,124.92,13.544738911595688,0.37,15.1750978131389,4.835646784669093,131909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,education,Ingraham High,5,1959.0,1.0,1.0,0.0,245587.0,92.0,11765682.0,443.73,13.561306514145286,0.37,16.280697632007218,6.09746735645105,245587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,lodging,7066-Seattle-Northgate,5,2002.0,1.0,3.0,0.0,69138.0,78.0,3242458.0,89.02,13.562044898515811,0.62,14.991842550528414,4.500031867864786,0.0,0.0,70609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,education,B.F. Day Elementary,6,1991.0,1.0,3.0,0.0,66588.0,,2104286.0,14.67,5.830517319283455,0.87,14.559487250381276,2.751748056367929,66588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,lodging,Alexis Hotel,7,1904.0,1.0,5.0,0.0,190980.0,98.0,6505995.0,142.39,0.5284378239131409,0.62,15.688234771198152,4.965568190726947,0.0,0.0,190980.0,0.0,0.0,19051.0,0.0,0.0,0.0,0.0,0.0,0.0
145,other,Benaroya Hall,7,1998.0,1.0,6.0,0.0,284100.0,,14641502.0,429.12,0.6921293502916428,0.87,16.499370725162287,6.064064239522326,0.0,189750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,education,West Woodland Elementary,6,1991.0,1.0,2.0,0.0,55513.0,93.0,1513570.75,10.55,7.810132575911822,0.87,14.229982812993525,2.446685436967803,59097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,other,Fire Station 10/FAC/EOC,2,2006.0,1.0,4.0,0.0,61156.0,,9363374.0,176.75,0.3382730431905643,0.62,16.052316360384616,5.18037806868335,0.0,0.0,0.0,0.0,0.0,0.0,29219.0,42755.0,0.0,0.0,0.0,0.0
167,other,Wing Luke Museum,2,1910.0,1.0,4.0,13820.0,59000.0,,2010454.625,46.26,0.8296828613307229,0.62,14.51387193345191,3.8556642717587617,0.0,58000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,lodging,Hampton Inn Seattle Center,7,1996.0,1.0,4.0,14200.0,148022.0,76.0,7946961.0,228.4,2.782083378178862,0.62,15.888300275232265,5.435467204695271,0.0,0.0,113702.0,0.0,0.0,32692.0,0.0,0.0,0.0,0.0,0.0,0.0
169,education,Franklin High,2,1990.0,1.0,4.0,0.0,289588.0,90.0,8819852.0,170.84,4.128255617955701,0.62,15.992515761177415,5.1465638113205,289588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,education,SCCC FINE ARTS BUILDING,3,1915.0,1.0,3.0,0.0,63330.0,,3059758.0,74.33,1.3785355779420574,0.62,14.933846712657042,4.321878461837604,64820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,other,CSC Vehicle Maintenance (E),2,1950.0,1.0,1.0,0.0,67356.0,,7475577.5,204.08,1.1263880670877136,0.62,15.82715206555082,5.3234001469155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68359.0,0.0
175,education,Garfield High,3,2008.0,1.0,3.0,0.0,254523.0,60.0,13567774.0,359.09,2.1381162714281463,0.62,16.423208053739526,5.886354000205363,254523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,education,Emerson Elementary,2,2001.0,1.0,3.0,0.0,78804.0,92.0,2499140.0,56.82,11.249538929450202,0.62,14.731457630794424,4.0573347365882,78804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,education,Madrona K-8,3,2002.0,1.0,3.0,0.0,66994.0,79.0,2371304.5,41.74,3.0717902536624964,0.87,14.67895120533437,3.755135249891002,66994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,education,Van Asselt Elementary,2,2000.0,1.0,3.0,0.0,98357.0,88.0,3456131.5,94.64,8.851845556901898,0.62,15.055660747291528,4.560591142590124,98357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,office,Seattle's Union Gospel Mission - Admin,2,1958.0,1.0,1.0,0.0,54765.0,,4253369.5,61.21,8.060377840862179,0.87,15.263222285419143,4.130515758526928,0.0,0.0,0.0,0.0,0.0,0.0,25765.0,25000.0,0.0,0.0,0.0,0.0
180,other,Hope Place,2,2009.0,1.0,5.0,0.0,89821.0,,1950092.5,100.46,8.168036060237428,0.12,14.483387878108376,4.619664632138544,0.0,0.0,46483.0,0.0,0.0,0.0,37938.0,0.0,0.0,0.0,0.0,4579.0
182,education,Otto Miller Hall,7,1980.0,1.0,2.0,0.0,52611.0,,4116871.5,104.26,5.794017653016779,0.62,15.230604331120192,4.656433479925633,52611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,lodging,Emerson Hall,7,2001.0,1.0,4.0,37500.0,102100.0,89.0,4448582.5,129.39,5.779924469738671,0.62,15.308096288862831,4.87052995943538,0.0,0.0,135520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,education,Nathan Hale High,5,2011.0,1.0,2.0,0.0,236758.0,96.0,8355988.5,222.78,11.842173536452606,0.62,15.938489145075708,5.410663426379575,238550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,other,Youth Services Center,3,1971.0,3.0,6.0,0.0,250981.0,,13071700.0,422.39,1.0839271057729043,0.87,16.38596022250331,6.048293740094025,0.0,0.0,0.0,0.0,0.0,0.0,78357.0,137565.0,0.0,0.0,0.0,0.0
189,education,Greenwood Elementary,6,2002.0,1.0,3.0,0.0,62526.0,96.0,1986094.875,54.07,9.545328373502736,0.62,14.50168139785003,4.00860510327439,62526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,office,Emerald Services,2,2007.0,1.0,3.0,0.0,64015.0,21.0,3242077.75,49.58,7.597874596721568,0.87,14.99172527154413,3.923556241241819,0.0,0.0,0.0,0.0,0.0,15000.0,30000.0,0.0,0.0,0.0,9015.0,0.0
195,other,Seattle-Northgate,5,1964.0,1.0,3.0,0.0,54224.0,,7265178.0,231.53,11.446944760253691,0.37,15.79860349336159,5.4490192489615294,0.0,0.0,0.0,0.0,47012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,store,Nordstrom Northgate 002,5,1965.0,1.0,4.0,0.0,124342.0,76.0,8765978.0,66.3,11.385950078834524,0.87,15.986388764338583,4.209160236650682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122000.0
200,other,Verity Credit Union,5,1996.0,1.0,3.0,0.0,55442.0,72.0,3191228.25,83.7,11.761702985678882,0.62,14.975916745362364,4.439115601658009,0.0,0.0,0.0,0.0,8644.0,15385.0,28636.0,0.0,0.0,0.0,0.0,0.0
205,education,Ballard High,6,1999.0,1.0,2.0,0.0,242795.0,80.0,9157150.0,123.71,8.766685444474248,0.87,16.03004566207076,4.825991041932656,242795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,non refrigerated warehouse,Madison Self Storage,3,1910.0,1.0,5.0,0.0,84870.0,,1381590.125,51.11,1.34689498864449,0.37,14.138746382082337,3.9533568689211234,0.0,0.0,0.0,0.0,0.0,85521.0,0.0,0.0,0.0,0.0,0.0,0.0
212,education,Aki Kurose Middle,2,1952.0,1.0,2.0,0.0,173185.0,79.0,6127771.5,242.36,7.335923613119352,0.37,15.628341865039795,5.494541828510982,173185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,education,Boren Building,1,1963.0,1.0,1.0,0.0,145341.0,75.0,5499097.0,206.01,6.59826370991878,0.37,15.520094636753228,5.332767101277263,139069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,non refrigerated warehouse,Rainier Bottling Plant,2,1904.0,1.0,4.0,0.0,114297.0,61.0,2100097.75,69.44,5.877080523517538,0.37,14.55749492539759,4.254761283628006,0.0,0.0,0.0,0.0,0.0,114297.0,0.0,0.0,0.0,0.0,0.0,0.0
216,education,Rainier Beach High,2,1960.0,1.0,2.0,0.0,184125.0,86.0,8800292.0,328.97,10.086894989309164,0.37,15.9902955743487,5.799001741237135,184125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,education,Whitman Middle,6,1959.0,1.0,1.0,0.0,160270.0,,4318917.0,229.38,10.932616326447471,0.0,15.278515465886244,5.4397301194983605,160270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,non refrigerated warehouse,8109,2,1937.0,1.0,1.0,0.0,234144.0,87.0,6744317.0,297.43,4.990207474884558,0.12,15.72421093057707,5.698535399469211,0.0,0.0,0.0,0.0,0.0,234144.0,0.0,0.0,0.0,0.0,0.0,0.0
223,store,Westwood Village - Building A,1,1966.0,1.0,1.0,0.0,64984.0,72.0,2944296.25,35.78,9.441997979504132,0.87,14.895380721804624,3.604954219176175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65425.0
