OSEBuildingID,PrimaryPropertyType,PropertyName,CouncilDistrictCode,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,distance_from_City_Hall,proportion_elec,ln_consommation,ln_emissions
630,office,The Reedo Building,2,1904.0,1.0,4.0,0.0,66842.0,office,43122.0,store,10514.0,aucun,0.0,31.0,5608600.5,138.35,0.8122363392078721,0.62,15.539811959434191,4.936988753927957
632,office,Provident Building,2,1909.0,1.0,6.0,10800.0,64488.0,office,65508.0,non refrigerated warehouse,10918.0,aucun,0.0,81.0,2891605.0,20.18,0.8744931083620319,0.87,14.877322615081919,3.0530573401732606
633,office,83 S KING ST BLDG (ID633),2,1904.0,1.0,7.0,0.0,184322.0,office,183916.0,refrigerated warehouse,406.0,aucun,0.0,81.0,9722890.0,67.78,0.7374825496805816,0.87,16.089993560197225,4.23091300500412
635,office,1201 Building,2,1914.0,1.0,2.0,0.0,64512.0,office,63000.0,aucun,0.0,aucun,0.0,53.0,5968153.5,180.76,1.3648621263210567,0.37,15.601948308600349,5.202687135532787
638,non refrigerated warehouse,West Coast Building,2,1926.0,1.0,7.0,0.0,144050.0,non refrigerated warehouse,144050.0,aucun,0.0,aucun,0.0,26.0,3929371.0,98.43,2.2722470412711404,0.62,15.183990174638973,4.599453878991982
639,office,Green Room,2,1930.0,1.0,3.0,0.0,60592.0,office,60384.0,aucun,0.0,aucun,0.0,16.0,5049446.5,47.25,2.3961896791420694,0.87,15.434789389325681,3.876395827784995
641,store,The Home Depot,2,1993.0,1.0,1.0,0.0,107930.0,store,107704.0,aucun,0.0,aucun,0.0,57.0,7221482.5,100.42,2.857393941546356,0.87,15.79257096067688,4.619270310366873
642,non refrigerated warehouse,99/55 South Spokane St. Whse,2,1926.0,1.0,1.0,0.0,99084.0,non refrigerated warehouse,99084.0,aucun,0.0,aucun,0.0,83.0,1618110.375,49.25,3.679032779192673,0.37,14.296770209213014,3.917010546939185
647,mall,Ferguson Building,1,1953.0,1.0,1.0,0.0,72719.0,mall,72719.0,aucun,0.0,aucun,0.0,28.0,2581741.75,42.74,4.456042326741285,0.87,14.763975213356957,3.778263015248622
649,office,INScape,3,1930.0,0.0,4.0,0.0,76624.0,office,76624.0,aucun,0.0,aucun,0.0,91.0,2773647.5,33.41,0.9635132630418947,0.87,14.835674159499462,3.538347219809389
650,office,45th Street Plaza,4,2001.0,1.0,6.0,36583.0,55123.0,office,53281.0,non refrigerated warehouse,34701.0,other,3724.0,2.0,8570571.0,59.75,6.502463883306475,0.87,15.963845032804059,4.1067670822206574
652,office,West Seattle Corporate Center,1,1991.0,1.0,5.0,16221.0,121885.0,office,119083.0,non refrigerated warehouse,16221.0,aucun,0.0,41.0,8381834.5,58.43,4.75419721330735,0.87,15.941577481886839,4.084799149378569
654,store,AIRPORT WAY SOUTH,2,1973.0,1.0,1.0,0.0,56572.0,store,56576.0,aucun,0.0,aucun,0.0,66.0,2409429.0,67.29,4.163456396471997,0.62,14.694900762970045,4.223763342972998
660,office,1505 5th Ave,7,1926.0,1.0,6.0,0.0,97720.0,office,51881.0,refrigerated warehouse,11999.0,store,9713.0,,2478025.25,17.28,0.9008638385496134,0.87,14.722972934335456,2.905807566026004
671,medical,Jefferson Tower,3,1987.0,1.0,7.0,0.0,94500.0,medical,113739.0,aucun,0.0,aucun,0.0,68.0,5792926.0,40.38,1.4320985722814479,0.87,15.572148248583861,3.722797672317397
673,store,#8944 West Seattle,1,2005.0,0.0,1.0,0.0,94713.0,store,109758.0,aucun,0.0,aucun,0.0,79.0,5417598.0,94.74,7.900952473135887,0.87,15.505163286337357,4.561636183964363
674,medical,7th and Madison,7,2008.0,1.0,9.0,101342.0,201560.0,medical,201365.0,non refrigerated warehouse,86270.0,aucun,0.0,58.0,14751117.0,130.32,0.3695903118434018,0.87,16.506829434487855,4.877637092633392
677,medical,Cabrini Medical Tower,3,1973.0,1.0,19.0,156407.0,163504.0,medical,170727.0,non refrigerated warehouse,69171.0,aucun,0.0,50.0,15067340.0,357.39,0.66886627480136,0.87,16.52804011176997,5.881621778925799
678,office,Colman Building,7,1900.0,1.0,6.0,0.0,205521.0,office,114919.0,store,28643.0,aucun,0.0,94.0,8138616.5,282.46,0.42715592753153186,0.62,15.912130883259387,5.6470710197387595
679,office,Mutual Life Building,7,1900.0,1.0,6.0,0.0,56700.0,office,46000.0,store,10500.0,aucun,0.0,55.0,3065954.5,21.37,0.3938187316408207,0.87,14.93586982428378,3.107720775502038
680,office,RDA Building,2,1925.0,1.0,4.0,0.0,72000.0,office,72000.0,aucun,0.0,aucun,0.0,89.0,2729167.75,23.48,1.0005805946346145,0.87,14.819507633616022,3.1978564576441255
681,office,1633 Westlake Building,7,2000.0,1.0,4.0,94892.0,96254.0,office,103000.0,non refrigerated warehouse,80000.0,aucun,0.0,93.0,5101504.5,35.56,3.395210510725493,0.87,15.445046250211195,3.5989547465859495
682,other,West Seattle Fitness,1,2001.0,1.0,3.0,11527.0,57236.0,leisure,50000.0,non refrigerated warehouse,11527.0,other,0.0,,9029489.0,310.19,4.8670261505064,0.37,16.016006445392886,5.7404036581118465
689,other,Marketplace at Queen Anne,7,1994.0,3.0,2.0,0.0,81336.0,mall,81385.0,aucun,0.0,aucun,0.0,,13085297.0,270.17,3.0026261192393493,0.62,16.386999867855952,5.602745930478429
692,other,2323 Elliott,7,1983.0,1.0,6.0,197130.0,78852.0,non refrigerated warehouse,197040.0,office,78852.0,aucun,0.0,,5233553.5,36.49,1.7144301769411852,0.87,15.470601241903946,3.6240742307478206
693,office,Queen Anne Square East (200),7,1982.0,1.0,5.0,0.0,98668.0,office,98668.0,aucun,0.0,aucun,0.0,91.0,4391348.0,30.61,3.2401520496877034,0.87,15.29514702714152,3.4534735262275262
694,office,Rainier Brewery,2,2007.0,1.0,1.0,28381.0,130550.0,office,80157.0,lodging,34302.0,non refrigerated warehouse,26937.0,12.0,8751704.0,98.54,3.1278948202731245,0.87,15.984759096494468,4.6005595734304086
701,store,Elliot Industrial,7,1978.0,1.0,1.0,0.0,50660.0,store,50660.0,aucun,0.0,aucun,0.0,51.0,2661488.0,60.7,4.788740525228427,0.62,14.794396298578706,4.122283930911342
702,office,Hays Elliot,7,1937.0,1.0,2.0,0.0,61929.0,office,39879.0,aucun,0.0,aucun,0.0,59.0,2203026.5,55.73,4.603770177636646,0.62,14.605343108684327,4.038303171338476
19755,office,"2607 Building, LLC",7,1925.0,1.0,3.0,0.0,20565.0,office,20565.0,aucun,0.0,aucun,0.0,65.0,802312.5,5.59,1.9968442916732736,0.87,13.595254708223639,1.8855533485144158
705,office,351 Elliott Ave West,7,2000.0,1.0,5.0,55971.0,103966.0,office,106449.0,non refrigerated warehouse,50258.0,aucun,0.0,63.0,7857972.5,54.78,3.189879702407409,0.87,15.877039306735476,4.021415382199343
706,office,333 Elliott West,7,2008.0,1.0,5.0,46763.0,137201.0,office,133451.0,non refrigerated warehouse,46763.0,refrigerated warehouse,3750.0,56.0,14856199.0,103.57,3.0653277163270984,0.87,16.513927844498102,4.649856703610498
707,office,101 ELLIOTT AVENUE WEST,7,1986.0,1.0,5.0,78848.0,129362.0,office,109978.0,non refrigerated warehouse,78848.0,aucun,0.0,95.0,5514308.5,116.74,2.786017684981596,0.62,15.522856998841945,4.768478803600115
708,office,3131 Elliott Avenue,7,1986.0,1.0,7.0,80283.0,197203.0,office,178625.0,non refrigerated warehouse,87624.0,other,14653.0,63.0,12729858.0,88.74,2.6590289901215187,0.87,16.35946089427429,4.496916600547837
709,office,Pier 69 Corporate HQ,7,1993.0,1.0,3.0,0.0,187130.0,office,171783.0,non refrigerated warehouse,9581.0,leisure,4413.0,77.0,10053489.0,70.09,2.1155578612953674,0.87,16.123430395868873,4.263946679941392
711,non refrigerated warehouse,08495-Pier 57,7,1912.0,1.0,5.0,0.0,154330.0,non refrigerated warehouse,95330.0,aucun,0.0,aucun,0.0,81.0,1262235.25,8.8,0.8625164322785729,0.87,14.048395507415643,2.2823823856765264
712,office,51 University,7,1918.0,1.0,6.0,14690.0,93555.0,office,64055.0,education,14621.0,non refrigerated warehouse,12359.0,,4515180.5,50.17,0.7591087190883588,0.87,15.3229559433608,3.9351534228170006
713,office,National Building,7,1905.0,1.0,6.0,0.0,167860.0,office,110370.0,store,19801.0,refrigerated warehouse,634.0,70.0,6797647.0,47.39,0.569819650201124,0.87,15.732087227962296,3.8792931808052273
715,office,Polson Building,7,1910.0,1.0,6.0,0.0,112560.0,office,80400.0,store,16080.0,aucun,0.0,86.0,4946798.5,97.82,0.4966718681198043,0.62,15.41425135977459,4.593300013417604
716,store,Western Building,7,1910.0,1.0,6.0,0.0,86204.0,other,67670.0,store,13534.0,aucun,0.0,89.0,3241917.0,69.02,0.4921300418771924,0.62,14.99167568792889,4.2487809155265195
717,non refrigerated warehouse,Airport Way Ctr - Bldg C,2,1985.0,1.0,2.0,0.0,145158.0,non refrigerated warehouse,101633.0,office,48544.0,other,10270.0,51.0,8384523.0,119.46,2.3666463466740675,0.87,15.941898183589917,4.791317747615575
718,office,Holgate Center,2,1951.0,1.0,2.0,0.0,112896.0,office,110746.0,non refrigerated warehouse,57500.0,aucun,0.0,66.0,10287986.0,157.48,1.9428093266714628,0.87,16.14648746185065,5.0656284023902955
719,mall,MACMILLAN-PIPER EYRES WAREHOUSE,2,1960.0,1.0,1.0,0.0,110613.0,mall,99551.0,office,11061.0,aucun,0.0,95.0,1015060.188,7.08,1.92336884843152,0.87,13.830459452384876,2.089391872533004
720,non refrigerated warehouse,6th & Holgate Building,2,1951.0,1.0,4.0,0.0,149881.0,non refrigerated warehouse,119593.0,office,30288.0,aucun,0.0,97.0,2417401.25,95.86,2.0663278263736644,0.37,14.698204071159108,4.573266636975083
722,non refrigerated warehouse,(ID722)INDUSTRIAL TRANSFER WAREHOUSE,2,1951.0,1.0,3.0,0.0,98220.0,non refrigerated warehouse,129420.0,aucun,0.0,aucun,0.0,12.0,6468090.0,75.29,2.6237175103179973,0.87,15.682391568844233,4.334541868102138
723,mall,North Coast Electric,2,1970.0,1.0,1.0,0.0,84420.0,mall,44300.0,office,24838.0,store,12349.0,55.0,2848317.25,19.86,2.5932123860934473,0.87,14.862239290355257,3.0378334495726262
725,mall,Pacific Millennial Realty LLC,2,1961.0,1.0,1.0,0.0,73335.0,mall,73335.0,non refrigerated warehouse,0.0,aucun,0.0,,5197118.0,155.74,3.7083461576731915,0.62,15.463614991554095,5.054588381624718
727,mall,2700 4th Ave S (Best Fixture/Filson),2,1928.0,1.0,2.0,0.0,56876.0,mall,48400.0,office,4276.0,store,4200.0,,1791715.625,48.5,2.71858217663042,0.62,14.398684726642077,3.901972669574645
728,non refrigerated warehouse,Pacific Iron & Metal,2,1931.0,1.0,2.0,0.0,61200.0,non refrigerated warehouse,61200.0,aucun,0.0,aucun,0.0,16.0,4912143.0,178.62,2.383613037967037,0.37,15.407221064340323,5.1908435082428035
729,mall,Gensco Incorporated,2,1987.0,1.0,1.0,0.0,111908.0,mall,109090.0,aucun,0.0,aucun,0.0,87.0,1555420.25,34.14,1.8057984607740014,0.62,14.257256967230148,3.559340082758951
730,other,(ID#730)Campus 4:KC Metro Transit Ryerson Base,2,1986.0,3.0,2.0,0.0,63644.0,services,65700.0,non refrigerated warehouse,0.0,aucun,0.0,,6858533.5,168.5,1.4539550578759346,0.62,15.741004347142376,5.1328529268205045
731,other,SALVATION ARMY (ID#731),2,1930.0,3.0,2.0,18860.0,89893.0,non refrigerated warehouse,58605.0,lodging,24338.0,store,18864.0,,3639670.25,25.37,1.0557699683580577,0.87,15.107403919600127,3.2722270003651954
734,office,1455 Leary,6,2001.0,1.0,4.0,21055.0,71037.0,office,70074.0,aucun,0.0,aucun,0.0,5.0,4817062.0,33.58,7.443017315031373,0.87,15.387674964206509,3.5432754802551445
735,non refrigerated warehouse,Seattle Marine & Fishing Supply Co.,7,1974.0,0.0,3.0,0.0,56259.0,non refrigerated warehouse,31582.0,store,20962.0,office,3715.0,,2346571.5,86.9,7.386943756611285,0.37,14.668466310820063,4.476199804691132
739,office,Lakeview 837 N 34th,6,2008.0,1.0,4.0,88855.0,113768.0,office,105206.0,non refrigerated warehouse,31992.0,leisure,6374.0,73.0,8873485.0,61.86,5.220011721144289,0.87,15.998578287224065,4.140910031369422
740,office,The Canal View Building,6,2000.0,1.0,2.0,25800.0,51374.0,office,77174.0,aucun,0.0,aucun,0.0,33.0,5481549.0,38.21,5.319478085675094,0.87,15.516898465645935,3.6689318163042404
741,office,1000 Dexter-RREEF  SeaDPD ID 741,7,1998.0,1.0,5.0,0.0,110524.0,office,98781.0,other,8634.0,non refrigerated warehouse,0.0,57.0,6859198.0,47.82,2.857283586288857,0.87,15.741101229036243,3.888140064964814
744,office,West Tower,7,2000.0,1.0,7.0,84689.0,157186.0,office,163082.0,non refrigerated warehouse,83425.0,aucun,0.0,88.0,8655604.0,68.06,3.000439713412376,0.87,15.973717645940303,4.234975691961846
745,office,190 Queen Anne,7,1974.0,1.0,5.0,18720.0,84210.0,office,89075.0,non refrigerated warehouse,15164.0,aucun,0.0,85.0,4750799.0,65.03,2.641097513838042,0.87,15.373823582882222,4.19010918420648
748,office,Pier 70,7,1902.0,1.0,3.0,0.0,76893.0,office,90345.0,non refrigerated warehouse,33380.0,store,15845.0,,12029600.0,260.13,2.279371788234121,0.62,16.30288092031853,5.565018367611075
749,office,Fourth and Vine,7,1975.0,1.0,8.0,23630.0,126370.0,office,126648.0,non refrigerated warehouse,23913.0,aucun,0.0,65.0,9343428.0,119.93,2.018127083662126,0.87,16.050183873450052,4.795211865797184
752,office,ACTIVE VOICE,7,1963.0,1.0,11.0,0.0,169020.0,office,156414.0,restauration,10337.0,services,8208.0,83.0,11480494.0,346.62,1.4245284325524572,0.87,16.25616006639302,5.851109929135334
756,store,601 Pine St,7,1929.0,1.0,4.0,0.0,78920.0,store,78920.0,aucun,0.0,aucun,0.0,80.0,8303666.5,109.85,0.9847048304559977,0.87,15.932207842642024,4.70817793606232
757,office,Market Place I & II-2003 Western Avenue,7,1979.0,1.0,7.0,87160.0,43983.0,office,120248.0,store,10853.0,aucun,0.0,93.0,5177270.5,109.16,1.3159676804725537,0.87,15.459788738009022,4.7019338544204
759,other,Oddfellows,3,1908.0,1.0,4.0,0.0,55520.0,office,17120.0,leisure,15300.0,non refrigerated warehouse,13400.0,,3686962.25,150.88,1.4516638814383969,0.37,15.120313709713392,5.023090735363602
760,office,Broadacres Building,7,1908.0,1.0,10.0,0.0,132998.0,office,138257.0,store,0.0,aucun,0.0,97.0,3775187.5,133.8,1.069267864787905,0.87,15.143960873193446,4.9037921984782065
761,store,Ross Dress for Less,7,1940.0,1.0,3.0,0.0,83118.0,store,45000.0,aucun,0.0,aucun,0.0,59.0,2443141.5,27.82,0.8374849661019186,0.87,14.70879567846098,3.361069590571376
762,store,Kress Building,7,1924.0,1.0,3.0,0.0,77555.0,store,73563.0,aucun,0.0,aucun,0.0,39.0,7802205.5,54.4,0.8211776464262516,0.87,15.869917136270896,4.014579593753238
763,office,Market Square,7,1909.0,1.0,6.0,0.0,51218.0,office,44913.0,restauration,7044.0,aucun,0.0,57.0,2886141.5,20.12,0.9323118557979351,0.87,14.87543139339636,3.050220458838061
768,office,1201 Western Avenue,7,1910.0,1.0,7.0,0.0,122356.0,office,95942.0,store,15523.0,refrigerated warehouse,182.0,91.0,4585070.5,41.8,0.7309550397862159,0.87,15.338316257880447,3.756538102587751
769,office,United Way of King County,7,1921.0,1.0,3.0,0.0,52298.0,office,50250.0,aucun,0.0,aucun,0.0,89.0,1968655.125,13.72,0.2541153049059862,0.87,14.49286169787955,2.6892071133007303
771,office,Hoge Building,7,1911.0,1.0,17.0,0.0,116640.0,office,82053.0,office,6561.0,store,6333.0,75.0,6758565.5,169.06,0.29241069062726505,0.87,15.726321369319031,5.136151315957647
776,medical,First Hill Medical Building,3,1988.0,1.0,5.0,99314.0,89025.0,medical,81873.0,non refrigerated warehouse,67000.0,aucun,0.0,15.0,8523594.0,89.41,0.6978206234169012,0.87,15.958348758167132,4.504354880749275
777,education,Hospital Central Services Laundry,3,1916.0,1.0,2.0,0.0,60122.0,education,60122.0,non refrigerated warehouse,0.0,aucun,0.0,,690529.5,9.31,1.2733296766358644,0.87,13.445215421746637,2.333114298028869
778,office,1st && King Street,2,1910.0,1.0,6.0,13700.0,81300.0,office,84481.0,non refrigerated warehouse,8474.0,aucun,0.0,83.0,4052720.0,31.43,0.6976441836129527,0.87,15.214899065343156,3.4790839203192268
779,office,Administration Building,7,1971.0,1.0,9.0,0.0,224857.0,office,204993.0,aucun,0.0,aucun,0.0,79.0,15272491.0,390.67,0.11368797028884196,0.87,16.541563859688605,5.970419648512232
780,office,King Street Center,2,1998.0,1.0,8.0,124788.0,321473.0,office,343400.0,non refrigerated warehouse,114237.0,aucun,0.0,96.0,13568148.0,94.59,0.5663220831517725,0.87,16.42323561867522,4.560068212075671
782,other,DOT 17G_01 1051 BUILDING,2,1939.0,1.0,2.0,0.0,58492.0,other,58500.0,aucun,0.0,aucun,0.0,,1594422.5,51.56,1.2825669015515617,0.37,14.282022786858906,3.961955374176355
783,office,Taylor Edwards Building,2,1907.0,1.0,6.0,0.0,62370.0,office,49473.0,restauration,10408.0,aucun,0.0,30.0,4353025.0,30.35,1.6098130970293327,0.87,15.286381793408856,3.4452142670789296
784,non refrigerated warehouse,SEWA,2,1960.0,1.0,1.0,0.0,73296.0,non refrigerated warehouse,77800.0,non refrigerated warehouse,0.0,aucun,0.0,83.0,2356376.75,73.58,2.156717838855852,0.37,14.672636146215373,4.311872374750675
785,other,Airport Way Ctr - Bldg A,2,1944.0,1.0,4.0,0.0,99122.0,other,50036.0,office,49086.0,aucun,0.0,,14469228.0,179.45,2.3666463466740675,0.87,16.487534814534328,5.195453731088797
786,other,J D OTT COMPANY (2244 6th Ave S),2,1985.0,1.0,1.0,0.0,66133.0,other,60787.0,office,13805.0,non refrigerated warehouse,2408.0,,6345009.5,89.94,2.3958602087594434,0.87,15.663179313975592,4.510199948396864
787,non refrigerated warehouse,Seattle Lighting Distribution Center,2,1952.0,1.0,2.0,0.0,115668.0,non refrigerated warehouse,101752.0,office,8068.0,store,4270.0,,3534690.75,111.23,3.149070386479916,0.37,15.07813665407649,4.720550337028165
791,other,United Parcel Service,2,1970.0,1.0,1.0,0.0,141686.0,other,152511.0,aucun,0.0,aucun,0.0,,6673138.0,46.52,4.550214972612017,0.87,15.713600921880097,3.8611506750543896
792,office,McKinstry SEA - 5005 3rd Ave S Office,2,1950.0,1.0,1.0,0.0,93610.0,office,101278.0,refrigerated warehouse,502.0,aucun,0.0,95.0,6235947.0,152.28,5.214691959584502,0.62,15.645841170446397,5.03226631422255
793,office,Seattle Design Center (Atrium Building),2,1973.0,1.0,2.0,0.0,156188.0,office,141917.0,non refrigerated warehouse,0.0,aucun,0.0,67.0,6843855.0,60.92,5.723542611242958,0.87,15.738861873445577,4.125843229281472
794,non refrigerated warehouse,NWCP-SEA Bldg C,2,1966.0,1.0,1.0,0.0,115620.0,non refrigerated warehouse,56900.0,aucun,0.0,aucun,0.0,11.0,1951856.25,13.61,6.084949779359172,0.87,14.484291913158087,2.681706225762608
796,office,6100 Building,2,1975.0,1.0,5.0,0.0,238148.0,office,245240.0,non refrigerated warehouse,5616.0,non refrigerated warehouse,5616.0,93.0,10775646.0,75.12,6.320847576967374,0.87,16.192799238555086,4.332311042427949
797,mall,Westcore River Street,2,1969.0,1.0,1.0,0.0,71718.0,mall,71718.0,aucun,0.0,aucun,0.0,100.0,151754.2969,1.06,6.735952259793635,0.87,11.930024613749138,0.7227059828014898
798,non refrigerated warehouse,OPS,1,1969.0,1.0,1.0,0.0,55450.0,non refrigerated warehouse,34206.0,office,21244.0,aucun,0.0,31.0,4345698.0,131.64,7.514598845066951,0.37,15.284697178311173,4.887638691386985
799,mall,Cloverdale Business Park Building D,1,1979.0,1.0,1.0,0.0,54880.0,mall,55000.0,aucun,0.0,aucun,0.0,32.0,2763597.0,89.53,8.711199525679564,0.37,14.832044011902783,4.505681287487349
800,store,WEST SEATTLE (0637),1,1992.0,1.0,1.0,0.0,102500.0,store,99471.0,non refrigerated warehouse,0.0,aucun,0.0,81.0,7305474.0,158.55,9.535231660788988,0.62,15.804134625009166,5.072357352724253
801,other,NORTH BLDG,4,2002.0,1.0,6.0,272900.0,88498.0,non refrigerated warehouse,232685.0,store,63419.0,non refrigerated warehouse,15757.0,,8915523.0,119.92,7.185498132664503,0.87,16.003304584893616,4.795129169911258
802,store,70500849 -- Rainier Valley,2,1963.0,1.0,1.0,0.0,50785.0,store,27382.0,aucun,0.0,aucun,0.0,57.0,7439009.0,195.43,3.562714450748838,0.62,15.822248333439278,5.280306133746185
804,other,Northgate North,5,2000.0,1.0,5.0,19820.0,283435.0,non refrigerated warehouse,321828.0,store,298043.0,other,5636.0,,11077140.0,99.14,11.711708864359801,0.87,16.220394173496327,4.606569206901798
805,mall,Portside Distribution Center,2,1986.0,1.0,1.0,0.0,411584.0,mall,288048.0,non refrigerated warehouse,83683.0,refrigerated warehouse,35760.0,43.0,15091579.0,455.39,4.240026400864513,0.37,16.52964753036555,6.1233477071431475
806,other,US Rubber Building,7,1902.0,1.0,4.0,0.0,73320.0,non refrigerated warehouse,27283.0,office,23277.0,store,6540.0,,1141189.75,29.16,0.5048478501867123,0.62,13.947582792785653,3.4065165431397553
807,office,645 Elliott - North Building,7,2008.0,1.0,4.0,100176.0,142510.0,office,149081.0,non refrigerated warehouse,76364.0,aucun,0.0,77.0,9683979.0,67.51,3.6790266144381594,0.87,16.085983531775664,4.226979720014808
809,office,Washington Shoe Building,2,1900.0,1.0,6.0,15840.0,79920.0,office,95760.0,aucun,0.0,aucun,0.0,83.0,5392617.5,74.45,0.5436653659468155,0.87,15.500541631969233,4.323470185213858
811,non refrigerated warehouse,City Commerce Park,2,1946.0,1.0,1.0,0.0,179413.0,non refrigerated warehouse,178087.0,aucun,0.0,aucun,0.0,57.0,3459543.0,24.12,4.078039362921956,0.87,15.056647346441077,3.223664341599998
812,non refrigerated warehouse,Seattle Pottery Supply,2,1917.0,0.0,1.0,0.0,65288.0,non refrigerated warehouse,60000.0,services,5000.0,store,5000.0,,605971.1875,4.22,3.240355248311026,0.87,13.314589368783713,1.6524974018945473
813,non refrigerated warehouse,3546 W Marginal Way SW,1,1966.0,1.0,1.0,0.0,170632.0,non refrigerated warehouse,164806.0,office,5826.0,aucun,0.0,98.0,602245.0,4.2,4.037031145334321,0.87,13.308421278694995,1.6486586255873816
814,office,West Lake Union Center,7,1994.0,1.0,10.0,0.0,381511.0,office,220033.0,non refrigerated warehouse,168978.0,aucun,0.0,87.0,11410228.0,106.12,3.323578721539697,0.87,16.250020791750792,4.673949701382917
815,office,Fifth and Yesler,3,2009.0,1.0,17.0,138098.0,275166.0,office,295494.0,non refrigerated warehouse,94781.0,aucun,0.0,91.0,13631141.0,95.03,0.2729313081885088,0.87,16.427867585929576,4.564660642649882
817,other,Russell Hall,4,2009.0,1.0,6.0,54300.0,68100.0,office,41624.0,non refrigerated warehouse,33399.0,lodging,20740.0,63.0,4865551.5,79.39,6.229737078862014,0.87,15.397690833443905,4.386889790339869
819,store,BLDG D,4,1956.0,1.0,2.0,0.0,93803.0,store,85572.0,restauration,2950.0,other,2500.0,,5453438.5,110.41,6.918822637822278,0.62,15.51175706849642,4.713217090071225
820,education,Bailey Gatzert Elementary,3,1988.0,1.0,1.0,0.0,52924.0,education,52924.0,aucun,0.0,aucun,0.0,,1957268.0,13.64,1.1200005638238018,0.87,14.487060692220808,2.6837575085331657
821,non refrigerated warehouse,3701 S. Norfolk,2,1966.0,1.0,2.0,0.0,123000.0,non refrigerated warehouse,112484.0,office,24433.0,aucun,0.0,47.0,3004271.0,20.94,10.668232129871603,0.87,14.915545833705874,3.088311454847084
861,medical,Patricia Steele Building,3,2003.0,1.0,5.0,112980.0,162150.0,medical,177748.0,aucun,0.0,aucun,0.0,70.0,9941308.0,69.3,0.6624739358862303,0.87,16.112209260103217,4.252771798816619
822,non refrigerated warehouse,(ID#822) 98 NORFOLK,2,1978.0,1.0,1.0,0.0,60448.0,non refrigerated warehouse,52702.0,office,7746.0,aucun,0.0,90.0,1052244.75,27.24,10.83783116792071,0.62,13.866437247660535,3.3407394126250414
829,other,Northwest Work Lofts,7,1928.0,3.0,4.0,0.0,62600.0,other,215197.0,aucun,0.0,aucun,0.0,,11147342.0,406.04,2.750660240976384,0.37,16.226711731509283,6.008911460711703
830,other,childhaven,3,2004.0,1.0,4.0,21612.0,55800.0,other,26400.0,office,19200.0,non refrigerated warehouse,17000.0,,2655387.5,20.85,0.7219622978297489,0.87,14.792101529636941,3.084200921541599
831,medical,600 Broadway,3,1990.0,1.0,5.0,159157.0,130262.0,medical,146150.0,non refrigerated warehouse,139000.0,aucun,0.0,59.0,12731388.0,133.5,0.902417235202994,0.87,16.359581076914342,4.901564199041894
832,other,Salal Credit Union Headquarters,5,1987.0,1.0,5.0,0.0,90266.0,office,87552.0,aucun,0.0,aucun,0.0,18.0,7771933.5,54.18,10.625687611535586,0.87,15.866029661754814,4.01060056878914
837,non refrigerated warehouse,Peoples Storage,6,2004.0,1.0,4.0,6458.0,80874.0,non refrigerated warehouse,87332.0,aucun,0.0,aucun,0.0,87.0,1165598.875,14.49,6.573467044516593,0.87,13.96874642662222,2.740194654428777
839,lodging,Silver Cloud Inn - Broadway,3,2003.0,1.0,6.0,50017.0,100528.0,lodging,100528.0,non refrigerated warehouse,50017.0,aucun,0.0,28.0,13410041.0,453.76,1.1547730307318094,0.37,16.411514387244008,6.119769807260906
843,lodging,The Maxwell Hotel,7,2008.0,1.0,5.0,21273.0,90583.0,lodging,92000.0,non refrigerated warehouse,20000.0,restauration,4006.0,8.0,9444484.0,278.97,2.902100113739636,0.62,16.0609415312268,5.634682454571901
845,non refrigerated warehouse,08501-Capitol Hill,3,1988.0,1.0,4.0,0.0,132828.0,non refrigerated warehouse,132828.0,aucun,0.0,aucun,0.0,83.0,1083729.625,7.56,1.8550157787761612,0.87,13.895919929177749,2.1471001901536506
847,non refrigerated warehouse,Pioneer Industries,1,1970.0,1.0,1.0,0.0,70400.0,non refrigerated warehouse,58047.0,office,12353.0,aucun,0.0,1.0,13962749.0,284.01,7.24768569480945,0.62,16.451903627302254,5.652524267372389
848,store,#4706 Bitterlake,5,1995.0,1.0,1.0,0.0,101830.0,store,130767.0,aucun,0.0,aucun,0.0,60.0,10713006.0,295.12,12.305847476046543,0.62,16.186969168656223,5.6907647775748975
850,education,Leschi Elementary,3,1988.0,1.0,3.0,0.0,55353.0,education,55353.0,aucun,0.0,aucun,0.0,,1433596.0,9.99,2.8622639888412547,0.87,14.175697228566685,2.39698576841553
851,education,SCCC SEATTLE VOCATIONAL INST.,3,1974.0,2.0,4.0,0.0,114000.0,education,114000.0,aucun,0.0,aucun,0.0,,7575080.0,109.71,2.0217332478380476,0.87,15.840374602371844,4.706914169871375
857,non refrigerated warehouse,3480 W Marginal Way SW,1,1965.0,1.0,1.0,0.0,152365.0,non refrigerated warehouse,149293.0,office,7858.0,aucun,0.0,88.0,1069749.75,13.07,4.098546977936637,0.87,13.882936235377205,2.644044871126298
859,store,Georgetown Center Bldg B,2,1958.0,1.0,1.0,0.0,74178.0,store,74178.0,aucun,0.0,aucun,0.0,,5402181.0,134.82,6.1626611086424665,0.62,15.502313503992633,4.911330479685645
